Доп. объявление группы	Тип объявления	Места показа	Мобильное объявление	ID группы	Название группы	Номер группы	Тип кампании	ID кампании (локальный)	ID кампании (серверный)	Название кампании	Валюта	ID фразы	Фраза (с минус-словами)	ID объявления	Заголовок 1	Заголовок 2	Текст	Ссылка	Отображаемая ссылка	Организация Яндекс.Справочника	Турбо-страница	Регион	Автоставка	Ставка	Ставка в сетях	Статус объявления	Статус фразы	Заголовки быстрых ссылок	Описания быстрых ссылок	Адреса быстрых ссылок	Параметр 1	Параметр 2	Метки	Изображение	Креатив	Статус модерации креатива	Уточнения	Минус-фразы на группу	Минус-фразы на кампанию	Возрастные ограничения	Ссылка на приложение в магазине	Тип устройства	Тип связи	Версия ОС	Трекинговая ссылка	Иконка	Рейтинг	Количество оценок	Цена
 -	Текстово-графические объявления	search,context	 -		Круиз на лайнере	3	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		речной круиз золотое кольцо		Речной круиз	5-7 дней по Волге	Каюта, трёхразовое питание, развлекательная программа на борту. От 45 000 ₽	https://goldenring.vfs.travel/tours/cruise?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_cruise&utm_term={keyword}			Москва	 -	145								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Круиз на лайнере	3	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		круиз москва золотое кольцо		Круиз из Москвы	По городам Золотого кольца	Отправление из Москвы, береговые экскурсии в каждом городе. Всё включено!	https://goldenring.vfs.travel/tours/cruise?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_cruise&utm_term={keyword}			Москва	 -	138								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Экскурсионный тур	4	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		экскурсионный тур золотое кольцо		Экскурсионный тур	Насыщенная программа 3-7 дней	Опытный экскурсовод, входные билеты включены. Все достопримечательности! От 25 000 ₽	https://goldenring.vfs.travel/tours/excursion?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_excursion&utm_term={keyword}			Москва	 -	125								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Экскурсионный тур	4	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		экскурсии по золотому кольцу		Экскурсии Золотое кольцо	Музеи, храмы, монастыри	Индивидуальная программа под ваши интересы. Трансфер, отели, экскурсовод. От 25 000 ₽	https://goldenring.vfs.travel/tours/excursion?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_excursion&utm_term={keyword}			Москва	 -	120								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Экскурсионный тур	4	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		культурный тур золотое кольцо		Культурный тур	Максимум впечатлений	Все знаковые храмы и монастыри, музеи, мастер-классы, дегустации. От 25 000 ₽	https://goldenring.vfs.travel/tours/excursion?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_excursion&utm_term={keyword}			Москва	 -	130								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Экскурсионный тур	4	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		познавательный тур золотое кольцо		Познавательный тур	Погружение в историю России	Экскурсовод-историк, комфортабельные отели, фотосессии в красивых местах. От 25 000 ₽	https://goldenring.vfs.travel/tours/excursion?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_excursion&utm_term={keyword}			Москва	 -	122								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Тур на поезде	5	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		тур на поезде золотое кольцо		Тур на поезде Золотое Кольцо	Комфортное путешествие 4-6 дней	Билеты на поезд включены. Владимир, Суздаль, Ярославль, Кострома. От 22 000 ₽	https://goldenring.vfs.travel/tours/train?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_train&utm_term={keyword}			Москва	 -	115								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Тур на поезде	5	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		железнодорожный тур золотое кольцо		Железнодорожный тур	Переезды на поезде	Отели 3-4★, трансферы вокзал-отель, гид в каждом городе. Удобно! От 22 000 ₽	https://goldenring.vfs.travel/tours/train?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_train&utm_term={keyword}			Москва	 -	110								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Тур на поезде	5	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		поездка на поезде золотое кольцо		Поездка на поезде	По древним городам России	Экскурсии, проживание, завтраки включены. Комфортный формат путешествия. От 22 000 ₽	https://goldenring.vfs.travel/tours/train?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_train&utm_term={keyword}			Москва	 -	118								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Тур на поезде	5	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		золотое кольцо ржд		Золотое кольцо РЖД	Путешествие на поезде	Билеты, проживание в отелях, экскурсии с гидом. Всё организовано! От 22 000 ₽	https://goldenring.vfs.travel/tours/train?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_train&utm_term={keyword}			Москва	 -	112								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Духовное путешествие	6	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		паломнический тур золотое кольцо		Паломнический тур	Духовное путешествие 3-7 дней	С духовным наставником. Троице-Сергиева Лавра, святые места. От 35 000 ₽	https://goldenring.vfs.travel/tours/spiritual?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_spiritual&utm_term={keyword}			Москва	 -	130								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Духовное путешествие	6	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		духовный тур золотое кольцо		Духовный тур	К святыням России	Беседы с настоятелями, участие в службах. Сергиев Посад, Суздаль, Владимир. От 35 000 ₽	https://goldenring.vfs.travel/tours/spiritual?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_spiritual&utm_term={keyword}			Москва	 -	125								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Духовное путешествие	6	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		православный тур золотое кольцо		Православный тур	Святые места и храмы	Духовное паломничество с наставником. Монастыри, храмы, реликвии. От 35 000 ₽	https://goldenring.vfs.travel/tours/spiritual?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_spiritual&utm_term={keyword}			Москва	 -	135								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Духовное путешествие	6	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		религиозный тур золотое кольцо		Религиозный тур	Паломничество по святыням	Дивеево, Троице-Сергиева Лавра, Покровский монастырь. Духовный наставник. От 35 000 ₽	https://goldenring.vfs.travel/tours/spiritual?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_spiritual&utm_term={keyword}			Москва	 -	128								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Гастрономический тур	7	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		гастрономический тур золотое кольцо		Гастрономический тур	Кулинарное путешествие 3-5 дней	Традиционная кухня, медовуха, квас. Дегустации, мастер-классы. От 28 000 ₽	https://goldenring.vfs.travel/tours/gastro?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_gastro&utm_term={keyword}			Москва	 -	120								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Гастрономический тур	7	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		кулинарный тур золотое кольцо		Кулинарный тур	Вкусы древней Руси	Суздальская медовуха, ярославские угощения. Посещение фермерских хозяйств. От 28 000 ₽	https://goldenring.vfs.travel/tours/gastro?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_gastro&utm_term={keyword}			Москва	 -	115								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Гастрономический тур	7	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		дегустационный тур золотое кольцо		Дегустационный тур	Традиционная кухня	Мастер-классы по приготовлению блюд, дегустации напитков, аутентичные рестораны. От 28 000 ₽	https://goldenring.vfs.travel/tours/gastro?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_gastro&utm_term={keyword}			Москва	 -	125								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Гастрономический тур	7	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		тур с дегустацией золотое кольцо		Тур с дегустациями	Гастрономические впечатления	Пряники, медовуха, сыры, экскурсии по производствам. Вкусно и познавательно! От 28 000 ₽	https://goldenring.vfs.travel/tours/gastro?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_gastro&utm_term={keyword}			Москва	 -	118								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Индивидуальный VIP тур	8	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		vip тур золотое кольцо индивидуальный		Индивидуальный VIP-тур	Максимальный комфорт	Mercedes S-Class, отели 5*, личный гид-историк. Маршрут под вас. От 85 000 ₽	https://goldenring.vfs.travel/tours/vip?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_vip&utm_term={keyword}			Москва	 -	180								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Индивидуальный VIP тур	8	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		премиум тур золотое кольцо		Премиум тур Золотое Кольцо	Люкс-отели и сервис	Персональный водитель, закрытые локации, VIP-сервис в ресторанах. От 85 000 ₽	https://goldenring.vfs.travel/tours/vip?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_vip&utm_term={keyword}			Москва	 -	175								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Индивидуальный VIP тур	8	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		эксклюзивный тур золотое кольцо		Эксклюзивный тур	Авторский маршрут	Только для вас. Индивидуальная программа, лучшие отели, премиум-трансфер. От 85 000 ₽	https://goldenring.vfs.travel/tours/vip?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_vip&utm_term={keyword}			Москва	 -	185								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Индивидуальный VIP тур	8	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		люкс тур золотое кольцо		Люкс-тур Золотое Кольцо	Высший уровень сервиса	Роскошные номера, персональный гид, приватные экскурсии. Эксклюзив! От 85 000 ₽	https://goldenring.vfs.travel/tours/vip?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_vip&utm_term={keyword}			Москва	 -	178								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Фототур для профессионалов	9	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		фототур золотое кольцо		Фототур Золотое Кольцо	Для профессионалов 3-5 дней	Фотограф-наставник, лучшие локации, рассветы и закаты. От 32 000 ₽	https://goldenring.vfs.travel/tours/photo?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_photo&utm_term={keyword}			Москва	 -	125								-бесплатно -дешево -работа -вакансии -карта -отзывы -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Фототур для профессионалов	9	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		фотопутешествие золотое кольцо		Фотопутешествие	Красивейшие кадры гарантированы	Архитектура, пейзажи, народные промыслы. Мастер-классы от фотографа. От 32 000 ₽	https://goldenring.vfs.travel/tours/photo?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_photo&utm_term={keyword}			Москва	 -	120								-бесплатно -дешево -работа -вакансии -карта -отзывы -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Фототур для профессионалов	9	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		фотосъемка золотое кольцо тур		Фототур с профи	Уникальные локации	Тайминг на золотой час, редкие ракурсы, обработка фото. Для фотографов. От 32 000 ₽	https://goldenring.vfs.travel/tours/photo?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_photo&utm_term={keyword}			Москва	 -	130								-бесплатно -дешево -работа -вакансии -карта -отзывы -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Фототур для профессионалов	9	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		фототур золотое кольцо профессиональный		Профессиональный фототур	Для фотографов	Плёс, Суздаль, Ростов — лучшие виды. Наставник, портфолио локаций. От 32 000 ₽	https://goldenring.vfs.travel/tours/photo?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_photo&utm_term={keyword}			Москва	 -	122								-бесплатно -дешево -работа -вакансии -карта -отзывы -самостоятельно														
